loss,accuracy,val_loss,val_accuracy,lr
3.4058403968811035,0.5383333563804626,1.5578711032867432,0.5183129906654358,0.001
1.0640387535095215,0.5769444704055786,0.7496055960655212,0.6736959218978882,0.001
0.7048434019088745,0.7888888716697693,0.6788304448127747,0.8013318777084351,0.001
0.6550813913345337,0.8372222185134888,0.6301671862602234,0.8790233135223389,0.001
0.5996830463409424,0.8694444298744202,0.5734645128250122,0.89012211561203,0.001
0.5412525534629822,0.8824999928474426,0.5186751484870911,0.902330756187439,0.001
0.48827192187309265,0.8963888883590698,0.4722958505153656,0.8934516906738281,0.001
0.4449256658554077,0.9036111235618591,0.4359511137008667,0.9089900255203247,0.001
0.41157448291778564,0.9011111259460449,0.41194942593574524,0.9134294986724854,0.001
0.38393452763557434,0.9172222018241882,0.39290541410446167,0.9156492948532104,0.001
0.3625895082950592,0.9211111068725586,0.3766613304615021,0.9078801274299622,0.001
0.34650519490242004,0.9211111068725586,0.3651556372642517,0.9156492948532104,0.001
0.3304746448993683,0.9280555844306946,0.3538219630718231,0.911209762096405,0.001
0.31594085693359375,0.933055579662323,0.34835031628608704,0.9167591333389282,0.001
0.3030405342578888,0.9369444251060486,0.339469313621521,0.9211986660957336,0.001
0.29203665256500244,0.9436110854148865,0.3421283960342407,0.9123196601867676,0.001
0.28589358925819397,0.9411110877990723,0.3356159031391144,0.9123196601867676,0.001
0.2748161852359772,0.9433333277702332,0.3369661271572113,0.9089900255203247,0.001
0.27078869938850403,0.9447222352027893,0.32845672965049744,0.9134294986724854,0.001
0.25942090153694153,0.9474999904632568,0.32794418931007385,0.9056603908538818,0.001
0.25551703572273254,0.9497222304344177,0.3321014940738678,0.911209762096405,0.001
0.24990390241146088,0.9516666531562805,0.3271692991256714,0.9167591333389282,0.001
0.24002335965633392,0.9561111330986023,0.32389214634895325,0.9134294986724854,0.001
0.23609767854213715,0.9588888883590698,0.3192565143108368,0.911209762096405,0.001
0.23233787715435028,0.9580555558204651,0.3223472833633423,0.9123196601867676,0.001
0.22866731882095337,0.9577777981758118,0.32506197690963745,0.911209762096405,0.001
0.21309395134449005,0.9688888788223267,0.3188520669937134,0.911209762096405,0.0005
0.20727191865444183,0.9680555462837219,0.3135194480419159,0.911209762096405,0.0005
0.20348726212978363,0.9702777862548828,0.3110196888446808,0.911209762096405,0.0005
0.1985282152891159,0.972777783870697,0.3097398579120636,0.9089900255203247,0.0005
0.19480587542057037,0.9711111187934875,0.31122472882270813,0.9100998640060425,0.0005
0.19218793511390686,0.9738888740539551,0.3091721534729004,0.9089900255203247,0.0005
0.1883247047662735,0.9747222065925598,0.30768686532974243,0.9089900255203247,0.0005
0.1856580376625061,0.9733333587646484,0.3043800890445709,0.9089900255203247,0.0005
0.1861385554075241,0.9786111116409302,0.31680402159690857,0.9056603908538818,0.0005
0.183578222990036,0.977222204208374,0.30863818526268005,0.9123196601867676,0.0005
0.1775231808423996,0.977222204208374,0.30779141187667847,0.9078801274299622,0.00025
0.175386443734169,0.9788888692855835,0.30713948607444763,0.9045504927635193,0.00025
0.17152713239192963,0.9783333539962769,0.3072311282157898,0.9045504927635193,0.000125
0.17071533203125,0.980555534362793,0.30622825026512146,0.9067702293395996,0.000125
0.16901279985904694,0.9800000190734863,0.30826306343078613,0.9056603908538818,6.25e-05
0.1685960292816162,0.9797222018241882,0.3074745833873749,0.902330756187439,6.25e-05
0.1676952987909317,0.9813888669013977,0.3069060742855072,0.902330756187439,3.125e-05
0.16752095520496368,0.9816666841506958,0.30683380365371704,0.902330756187439,3.125e-05
